,Unnamed: 0,Log,new_tag
1630,1630,jogging with the dog calves felt sore,Aerobic
1631,1631,"walked the dog around the park good, healthy, joyful",Aerobic
1632,1632,i took a 2 hour hike it was invigorating,Aerobic
1633,1633,i performed 3 sets of squats at the gym it was challenging,Strength
1634,1634,1.5h soccer practice physical pain,Aerobic
1635,1635,10km run exhausted,Aerobic
1636,1636,i just finished an hour of yoga. i am so sore!,Aerobic
1637,1637,"i just ran 3 miles up hill. i was feeling so out of shape, i could hardly breathe!",Aerobic
1638,1638,i deadlifted 235 pounds for 2 sets of 3 reps. i felt both overwhelmed and strong.,Strength
1639,1639,i walked a mile on the treadmil at a high incline. i felt like i wasn't going to make it.,Aerobic
1640,1640,i just did a thirty minute full body circuit weight-lifting workout.  i'm exhausted and my legs are wobbly.,Strength
1641,1641,i walked on the treadmill on an incline for 45 minutes. i am drenched in sweat now.,Aerobic
1642,1642,i just rode my bike 10 miles on the rail trail.  my legs muscles are quivering with fatigue!,Aerobic
1643,1643,i just did 25 minutes straight on the elliptical machine. i felt like a boss while my legs pumped back and forth.,Aerobic
1644,1644,i took a hot yoga class today i sweated buckets!,Aerobic
1645,1645,i tried a barre workout my muscles felt the burn,Aerobic
1646,1646,i ran for 10 minutes on the treadmill i feel exhilarated and full of zest!,Aerobic
1647,1647,i did two hundred sit-ups. i feel weak and rather hungry.,Strength
1648,1648,i did a 45 minute hiit workout. i feel energized and great.,Aerobic
1649,1649,i just completed a 4 mile walk. i feel relaxed and refreshed.,Aerobic
1650,1650,i did 25 jumping jacks.  i am so exhausted!,Aerobic
1651,1651,i did 30 pushups. i feel great!,Strength
1652,1652,i just ran 3 miles on the river trail. i felt great because the air was fresh.,Aerobic
1653,1653,i just did 100 jumping jacks. my calves are really sore.,Aerobic
1654,1654,my first workout was using ten pound dumbbells and lifting them. i felt energized and wanted to do more exercising.,Strength
1655,1655,my second workout was a cardio workout where i ran up and down my stairs. i felt sweaty and tired.,Aerobic
1656,1656,i just started a new yoga regime.  it hurt to stretch the muscles at first.,Aerobic
1657,1657,"i decided to start walking for exercise. it felt refreshing, but the hills were difficult.",Aerobic
1658,1658,i ran on a treadmill for five minutes.  my legs feel really weak.,Aerobic
1659,1659,i did twenty pushups. i feel great!,Strength
1660,1660,i swam 2400 yards. my shoulders felt tight.,Aerobic
1661,1661,i walked two miles it felt good.,Aerobic
1662,1662,i participated in a zumba dance class i felt exhausted yet invigorated,Aerobic
1663,1663,i walked 4 miles i felt refreshed and energized,Aerobic
1664,1664,i just did some heavy weight lifting. i feel sore already.,Strength
1665,1665,i just did 30 mins of stairmaster. my legs are about to give out.,Aerobic
1666,1666,i just did 20 reps on the leg press. my legs feel like jello!,Strength
1667,1667,i rode the recumbent bicycle for 20 minutes. i feel great!,Aerobic
1668,1668,i did 10 sets of leg extensions. the next day i could barely stand.,Strength
1669,1669,i went swimming for two hours today.  i was exhausted afterwards.,Aerobic
1670,1670,i just ran two miles on the track. i was extremely tired after this workout.,Aerobic
1671,1671,i lifted 40 pounds on leg press today. my legs are very sore after lifting on the leg press.,Strength
1672,1672,i just did squats for the first time in weeks. my legs are absolutely dead today.,Strength
1673,1673,i just did over 100 pushups yesterday. i can barely lift a finger today.,Strength
1674,1674,i just walked on the treadmill for 30 minutes.  my legs feel like noodles.,Aerobic
1675,1675,i just did a 50 minute aerobic class. i felt so weak and out of shape.,Aerobic
1676,1676,i walked for 2 miles it was good,Aerobic
1677,1677,i did weight lifting i was drained,Strength
1678,1678,my workout was squats i felt good,Strength
1679,1679,my second workout was running it was tiring,Aerobic
1680,1680,i did a 45 minutes step class. the workout felt great while doing it but now my legs feel weak.,Aerobic
1681,1681,i worked on the bicycle at the gym for 30 minutes. i feel so much better because i worked up a sweat.,Aerobic
1682,1682,running 4 miles i felt like my knees were numb with sharp pain,Aerobic
1683,1683,pull ups my arms were so sore i was at muscle failure,Strength
1684,1684,i'm doing squats with a medicine ball. my knees are hurting after this workout.,Strength
1685,1685,i'm doing bicep curls pumping my arms makes me feel like a strong man.,Strength
1686,1686,i did a 20mins running on a spot i felt tired,Aerobic
1687,1687,i just di 100 push ups i felt really stronger,Strength
1688,1688,i lifted weights it felt great,Strength
1689,1689,i did ab work it was gasy,Strength
1690,1690,twisted body for stretching could feel it but still felt good stretching,Aerobic
1691,1691,standard plank on elbows straight across stronger,Strength
1692,1692,i did surya namaskar for 6 times everyday i felt very tired and my muscles pained a little.,Aerobic
1693,1693,i did adho mukho svanasana it was not that difficult and was relaxing.,Aerobic
1694,1694,i rode the stationary bike for half an hour.   i fell like my legs are shaky.,Aerobic
1695,1695,i did a one hour zumba dance class. i feel tired and sweaty but good.,Aerobic
1696,1696,i ran four miles on a country road.  i felt great.,Aerobic
1697,1697,"i used the weight machines at the gym. i am a bit sore, perhaps too aggressive.",Strength
1698,1698,i did 30 minutes on the elliptical machine this morning my mood went from tired to all fired up,Aerobic
1699,1699,i used 15 pound weights to do 3 sets of arm curls my arms felt wobbly after,Strength
1700,1700,i just swam for 40 minutes it felt wonderful!,Aerobic
1701,1701,i just finished a 5 mile run. i feel so much more energized than i did before i started.,Aerobic
1702,1702,i did 2 sets of 10 pushups today. sore but good.,Strength
1703,1703,i did 4 sets of 20 jumping jacks. i was exhausted and needed to sit down.,Aerobic
1704,1704,"i walked on the treadmill for 30 minutes. i felt relaxed, but happy for the movement.",Aerobic
1705,1705,i did ab crunches. i felt comfortable and happy to do this movement.,Strength
1706,1706,"today, i did 100 sit-ups at home. i was tired and felt burning sensation in my stomach area.",Strength
1707,1707,i did high knees for 10 minutes.  i felt like my heart was going to jump out of my chest.,Aerobic
1708,1708,i did 30 minutes on the stairmaster today. i was exhausted and sweating like a pig,Aerobic
1709,1709,i did 4 sets of squats on the squat rack my legs were shaking during the workout but afterwards i felt so energized,Strength
1710,1710,jogged for 3 miles  it felt me so tired,Aerobic
1711,1711,sit ups for 120 times it just killed my knee joints,Strength
1712,1712,i just completed a 5 mile fit walk exercise video.  i was really exhausted and beat after that!,Aerobic
1713,1713,"i just did a two mile biking class at the gym. wow, it was hard to keep up, i need to get in shape. i am really tired!",Aerobic
1714,1714,i played tennis for two and a half hours. i was tired and ready for bed.,Aerobic
1715,1715,i did one hundred sit-ups. my stomach muscles are burning.,Strength
1716,1716,i did 10 burpees i felt out of breath and tired,Aerobic
1717,1717,i did leg lifts using my exercise ball i was sore,Strength
1718,1718,lifting weights was tough on my arms felt tired and sore after the workout,Strength
1719,1719,lifting weights again felt less sore than before,Strength
1720,1720,i just did 3 sets of dumbell chest presses i felt great and my chest is pumped up,Strength
1721,1721,i did 3 sets of leg presses i feel tired but great and my legs feel a good burn,Strength
1722,1722,running at least 4 block up and back down. i felt really tired but worked at it again.,Aerobic
1723,1723,riding a bike up a hill and coming back down. it was a little better. it wasn’t that bad when trying it but it did burn.,Aerobic
1724,1724,i jogged 3 miles today. i felt energized after my walk.,Aerobic
1725,1725,i did 100 laps in the pool. i am drained and tired.,Aerobic
1726,1726,i danced in my zumba class today i felt exhausted after.,Aerobic
1727,1727,i competed at a cheer competition today. i felt rejuvenated after.,Aerobic
1728,1728,"i did booty yoga at the gym today for 45 minutes. i feel like i need to work out more, i am out of shape.",Aerobic
1729,1729,i ran 5 miles today in town. my pace was terrible.,Aerobic
1730,1730,i just did 25 push ups! i felt really energized.,Strength
1731,1731,i went outside and ran one mile. i felt really exhausted since i am out of shape.,Aerobic
1732,1732,i just ran a mile around the neighborhood.  my legs are very shaky.,Aerobic
1733,1733,i played sand volleyball for an hour last night.  i am out of shape; i feel like i got hit by a truck.,Aerobic
1734,1734,i hiked 2 miles to the put in i was tired but excited,Aerobic
1735,1735,i paddled 8 miles of whitewater  i was tired but rrady for a second lap,Aerobic
1736,1736,"i walked over 10,00 steps today. i was happy to meet my goal.",Aerobic
1737,1737,i rode my bike today. i love riding my bike.,Aerobic
1738,1738,i just walked 3 miles this morning. i feel energized!,Aerobic
1739,1739,i just swam 10 laps at the pool. i feel tired.,Aerobic
1740,1740,i biked 5 miles in the neighborhood. i was so shaky and my legs felt like jello.,Aerobic
1741,1741,i did 3 sets of 25 sit ups in the morning. my stomach was on fire and i felt really out of shape.,Strength
1742,1742,i just finished a 3 mile hike. it was great!,Aerobic
1743,1743,"i finished a 3 mile jog. it was hard, but i',m glad i did it.",Aerobic
1744,1744,i curled my weights. i felt good and clear-headed.,Strength
1745,1745,i got on the floor and did some pushups. i felt a little tired but pushed through.,Strength
1746,1746,i ran a 5k it was terrifying,Aerobic
1747,1747,i pumped a leg day i can walk like a cowboy,Strength
1748,1748,i just tried yoga for the first time. i feel refreshed and healthy.,Aerobic
1749,1749,i just completed 100 jumping jacks. i am out of breath and tired.,Aerobic
1750,1750,i squatted 225 lbs. my hamstrings are incredibly sore and tired.,Strength
1751,1751,i ran 3 miles. i feel drained.,Aerobic
1752,1752,i ran six miles i was very out of breath,Aerobic
1753,1753,i did 100 crunches my abs hurt,Strength
1754,1754,"i did exercises to tone up . like lifting weights and burpees during i felt a little dizzy , but then felt sore but good",Strength
1755,1755,"i did cardio, like treadmill, and stair master  i actually felt good during and after",Aerobic
1756,1756,i completed a 30-minute cardio kickboxing workout. i could barely lift my arms afterwards!,Aerobic
1757,1757,i rode my bike 30 miles. i feel strong and accomplished.,Aerobic
1758,1758,"did 2 sets 12 reps shoulder press at 15lbs really hard, left shoulder hurts",Strength
1759,1759,"took 1 hour chair yoga class tedious, but glad i did it.",Aerobic
1760,1760,i hiked 3.5 miles at pinnacle peak trail. it was tough but invigorating.,Aerobic
1761,1761,i walked 13 flights of stairs. i did not enjoy it all like i do hiking,Aerobic
1762,1762,i did a yoga session today i felt very inflexible,Aerobic
1763,1763,i ran 5 miles on a treadmill i felt tired,Aerobic
1764,1764,i jogged on the treadmill for 2 miles. i was tired and very relieved when the workout was finished.,Aerobic
1765,1765,i did dips after jogging. my arms and shoulders got very tired but i felt good because i was pumped up.,Strength
1766,1766,i just did 3 set of 10 bicep dumbbell raises i'm getting better at this,Strength
1767,1767,i ran 1 mile on the treadmill i should run more,Aerobic
1768,1768,i went to a one hour yoga class this morning. i felt so relaxed and at peace afterwards.,Aerobic
1769,1769,i ran a mile this afternoon. it's been a while since i ran so it took me longer than usual and i'm beat.,Aerobic
1770,1770,i just hiked 4 miles in the forest. i felt great,Aerobic
1771,1771,i went bike riding for 2 hours i felt great,Aerobic
1772,1772,i went swimming at the pool. it was enjoyable.,Aerobic
1773,1773,i just went on a 5 hour hike. it felt refreshing and exciting.,Aerobic
1774,1774,i ran on a treadmill at the gym today. i felt exhausted after it.,Aerobic
1775,1775,i lifted weights at the gym. i felt weak after it.,Strength
1776,1776,i did an hour of weightlifting  it was pretty intense to say the least,Strength
1777,1777,i went for an hour jog afterwards i actually felt energetic,Aerobic
1778,1778,i did a minute plank today. my body was shivering during the exercise but i made it through and felt great afterwards.,Strength
1779,1779,"i did 30  jumping jacks. i should do more, i didn't feel challenged by the exercise.",Aerobic
1780,1780,i went to a yoga class at the gym this morning. i felt energized leaving the gym.,Aerobic
1781,1781,i swam 50 laps in the pool. my arms and legs are killing me!,Aerobic
1782,1782,i just walked 5 miles up a moutain it was very hard,Aerobic
1783,1783,i did an hour spin class i was exhausted,Aerobic
1784,1784,i jogged around the lake this morning.  i felt great afterwards.,Aerobic
